"referencia","autor","titulo","tipoUsuario","sector","año","link"
"Índice nacional de ciencia, tecnología e innovación 2015","Antonio de Jesús Madriz Estrada","Iniciativa que Reforma el Artículo 4 de la Ley de Ciencia, Tecnología e Innovación del Estado de Michoacán","Legislativo","Público",2020,"http://congresomich.gob.mx/file/INICIATIVA-CON-PROYECTO-DE-DECRETO-DIP.-ANTONIO-DE-JESÚS-MADRIZ.pdf"
"Índice nacional de ciencia, tecnología e innovación 2015","Honorable Congreso del
Estado Libre y Soberano de
Michoacán de Ocampo","Iniciativa con Proyecto de Decreto
mediante el cual se reforma el
artículo 4° de la Ley de Ciencia,
Tecnología e Innovación del
Estado de Michoacán de Ocampo,
presentada por el diputado Antonio
de Jesús Madriz Estrada, integrante
del Grupo Parlamentario del
Partido Morena","Legislativo","Público",2020,"http://congresomich.gob.mx/file/Sesión-092-III-C-01-07-2020.pdf"
"Índice nacional de ciencia, tecnología e innovación 2015","Juan Pablo Durand Villalobos, Karla Valencia González Romero, José Raúl Rodríguez Jiménez","La internacionalización de la Universidad de Sonora","Académico","Privado",2021,"https://www.academia.edu/118654801/La_internacionalizacio_n_de_la_Universidad_de_Sonora"
"Índice nacional de ciencia, tecnología e innovación 2015","María de Lourdes Ampudia Rueda, Julieta Flores Amador, Myrna Limas Hernández y Javier Martínez Romero - Universidad Autónoma de Ciudad Juárez","Políticas públicas de innovación tecnológica, impactos y retos para el
desarrollo local dentro del contexto de los sistemas de innovación
regional: Estudio de caso Ciudad Juárez, México","Académico","Público",2021,"https://cathi.uacj.mx/bitstream/handle/20.500.11961/21904/Reporte%20Tecnico_Final%20%20SIRED%20AMPUDIA-FLORES-LIMAS-MARTINEZ%20%2024-11-2021.pdf?sequence=1&isAllowed=y"
"Índice nacional de ciencia, tecnología e innovación 2015","Juan Pablo Durand Villalobos, Karla Valencia González Romero, José Raúl Rodríguez Jiménez","La internacionalización de la Universidad de Sonora","Académico","Privado",2021,"https://www.publicacionesupec.org/index.php/carchi/catalog/download/39/38/164?inline=1"
"Índice nacional de ciencia, tecnología e innovación 2015","Salvador Bautista Maldonado, Gina del Pilar Pacheco Balam, Zenaida Rodríguez Córdova y Rosa Adriana May Meléndez","Capítulo 4. Estado del conocimiento de las investigaciones sobre la enseñanza y el aprendizaje de lenguas extranjeras en Campeche (2012-2021)","Académico","Privado",2021,"https://d1wqtxts1xzle7.cloudfront.net/98581820/Ramirez_Romero_et_al_2022_Investigaciones_EA_LE_en_Mx_2012_2021-libre.pdf?1676238184=&response-content-disposition=inline%3B+filename%3DLas_investigaciones_sobre_la_ensenanza_y.pdf&Expires=1754436631&Signature=LvIBsAgjAxyoc5wOicOGq78k-FLwEnEbgXzVOP2mWP-3jdCtagXfFTi59HOphW8RUA25~ZT-c5Qxxxt65vtHPsEni798C~8ejxNDvJr5gZR7wDf44PlwvVeKpuv8VcUTVU6EZyG89ACXLH~vlTFCz6vq1bM3NMvV4posNgqD7qGzud0SGEno2TyP088jY1KLXVHWD4TcOAfvn5KGhLdpVfmVSDZ98MNkSmXnRbq-ZEc3Y4GE4ZFiCfqbkmzd7t9qfqbVUOwm6Wy23pdHyyua5qhko7zLC02p~z~y7JOnw0A12X6m~cjwWLZisf5OGj4M7CM8lgni2Srqqxg56JXxig__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA#page=87"
"Índice nacional de ciencia, tecnología e innovación 2015","Salvador Bautista Maldonado, Gina del Pilar Pacheco Balam, Zenaida Rodríguez Córdova y Rosa Adriana May Meléndez","Capítulo 4. Estado del conocimiento de las investigaciones sobre la enseñanza y el aprendizaje de lenguas extranjeras en Campeche (2012-2021)","Académico","Privado",2021,"https://comunicacion-cientifica.com/wp-content/uploads/2023/01/073.-PDF09-Las-investigaciones-sobre-la-nseñanza.pdf"
"Índice nacional de ciencia, tecnología e innovación 2015","Juan Óscar Ollivier Fierro, Pedro Javier Martínez Ramos, Isidro Domínguez Alcaraz","Madurez tecnológica e innovación en empresas mexicanas","Académico","Privado",2021,"https://www.semanticscholar.org/paper/Madurez-tecnológica-e-innovación-en-empresas-Fierro-Ramos/dbb4fbb014ab8f3c50214cd1d5d2f5f4e0442a95#cited-papers"
"Índice nacional de ciencia, tecnología e innovación 2015","Tecnológico Nacional de México; Instituto Tecnológico de San Juan Río","Plan de Desarrollo del Departamento de Sistemas y Computación 2021 - 2024","Gubernamental","Privado",2021,"https://es.scribd.com/document/743597890/Plan-de-Desarrollo-ISC-ITIC-2021-2024-1"
"Índice nacional de ciencia, tecnología e innovación 2015","Universidad Autónoma del Estado de Morelos (UAEM)","Plan de Estudios Maestría en Biotecnología","Académico","Público",2022,"https://www.uaem.mx/sites/default/files/pe-maestri-a-en-biotecnologi-a-aprobado-sellado-scu-24062022-1pdfUOTdW6E0Fe.pdf"
"Índice nacional de ciencia, tecnología e innovación 2015","Diana Concepción Álvarez, Luz María Hernández Cruz, Heribé Felipe Uribe Santiago y Martina Díaz Rosado","Estructura organizacional de las empresas desarrolladoras de software radicadas en
la Ciudad de San Francisco de Campeche","Privado","Privado",2022,"https://doi.org/10.35429/jct.2022.17.6.1.10"
"Índice nacional de ciencia, tecnología e innovación 2015","Josué Vergara Alarcón","CityOS: Un ecosistema digital interconectado","Académico","Privado",2022,"https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://ru.dgb.unam.mx/jspui/bitstream/20.500.14330/TES01000832218/3/0832218.pdf&ved=2ahUKEwjJktb709aOAxW1mWoFHXZLDII4ChAWegQIHhAB&usg=AOvVaw0U3FEJv0yKoSC843GiXFoT"
"Índice nacional de ciencia, tecnología e innovación 2015","Universidad Autónoma de Baja California","Propuesta de creación que presenta la Facultad de
Pedagogía e Innovación Educativa, Mexicali","Académico","Privado",2022,"https://sriagral.uabc.mx/secretaria_general/consejo/202112/07.pdf"
"Índice nacional de ciencia, tecnología e innovación 2015","Gobierno Municipal Benito Juárez, Veracruz","Plan Municipal de Desarrollo 2022 - 2025","Gubernamental","Público",2022,"https://www.benitojuarez.gob.mx/images/TRANSPARENCIA2225/NORMATIVIDADMUNICIPAL/PMD2022.pdf"
"Índice nacional de ciencia, tecnología e innovación 2015","Diana Concepción Mex-Álvarez, Luz María Hernández Cruz, Heribé Felipe Uribe Santiago y. Martina Díaz Rosado - Journal Computer Technology","Organizational structure of software development companies located in the city of
San Francisco de Campeche","Privado","Privado",2022,"https://www.ecorfan.org/spain/researchjournals/Tecnologia_Informatica/vol6num17/Journal_Computer_Technology_V6_N17.pdf"
"Índice nacional de ciencia, tecnología e innovación 2015","Diana Concepción Mex-Álvarez, Luz María Hernández Cruz, Heribé Felipe Uribe Santiago y. Martina Díaz Rosado - Journal Computer Technology","Organizational structure of software development companies located in the city of
San Francisco de Campeche","Privado","Privado",2022,"https://scispace.com/pdf/organizational-structure-of-software-development-companies-1fuwn5ok.pdf"
"Índice nacional de ciencia, tecnología e innovación 2015","Nallely Alonso Gómez","Desarrollo de la investigación de alto nivel en académicos e investigadores del SNI del área VIII-Ingenierías y desarrollo tecnológico en Chiapas: condiciones y perspectivas desde lo regional","Académico","Público",2022,"https://riuma.uma.es/xmlui/bitstream/handle/10630/26467/TD_ALONSO_GOMEZ_Nallely.pdf?sequence=1&isAllowed=y"
"Índice nacional de ciencia, tecnología e innovación 2015","Carlos Vázquez-Cid de León y Salvador Montesinos González","DESARROLLO DE UN PLAN ESTRATÉGICO PARA LOS CUERPOS ACADÉMICOS DE LA UNIVERSIDAD TECNOLÓGICA DE LA MIXTECA","Académico","Privado",2022,"https://www.researchgate.net/publication/358352811_DESARROLLO_DE_UN_PLAN_ESTRATEGICO_PARA_LOS_CUERPOS_ACADEMICOS_DE_LA_UNIVERSIDAD_TECNOLOGICA_DE_LA_MIXTECA"
"Índice nacional de ciencia, tecnología e innovación 2015","Perla Jazmín González Cruz y Concepción Reyes de la Cruz","Ciencia, Tecnología e Innovación en Tabasco 2012-2022","Académico","Privado",2022,"https://ru.iiec.unam.mx/5858/1/2.%20107-González-Reyes.pdf"
"Índice nacional de ciencia, tecnología e innovación 2015","Emiliano Hernández Valdés, Carolina Martínez Santiago, Juan Pablo Suárez Moreno, Roberto Carlos Torres Velasco y Francisco Guerra Martínez","La población rural en la península de Yucatán: proporción, actividades y
procesos transformadores del espacio geográfico","Académico","Privado",2023,"https://www.paginaspersonales.unam.mx/app/webroot/files/6471/2023-09-30-071515_Articulo_Poblacion_r.pdf"
"Índice nacional de ciencia, tecnología e innovación 2015","María del Camen Gutiérrez-Diez y José Gerardo Reyes López","Sustainability and Development at Northwestern Municipalities in Mexico: Chihuahua Region","Académico","Privado",2023,"https://link.springer.com/rwe/10.1007/978-3-031-16017-2_19"
"Índice nacional de ciencia, tecnología e innovación 2018","Instituto Morelense de Procesos Electorales y Participación ciudadana (IMPEPAC)","Plataforma Electoral Morelos 2018-2024","Gubernamental","Público",2018,"https://impepac.mx/wp-content/uploads/2018/05/Plataforma-Morelos-PAN-perspectiva-de-género.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Gobierno del estado de Yucatán","PROGRAMA ESPECIAL: Innovación, conocimiento y tecnología","Gubernamental","Público",2018,"https://www.yucatan.gob.mx/docs/transparencia/ped/PMP/2018-2024/6._PMP_Innovacon.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Notitodo","Inauguran Gobierno Municipal y Clúster de Tecnologías el “Living Lab”, 1er laboratorio de innovación ciudadana","Privado","Privado",2018,"https://notitodo.com.mx/wp/inauguran-gobierno-municipal-y-cluster-de-tecnologias-el-living-lab-1er-laboratorio-de-innovacion-ciudadana/"
"Índice nacional de ciencia, tecnología e innovación 2018","Delegación Federal en el Estado de San Luis Potosí","Informe de Actividades 2017 - 2018","Gubernamental","Público",2018,"https://www.gob.mx/cms/uploads/attachment/file/397954/24_San_Luis_Potos__InformeActividades_2017_2018.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Gobierno del Estado de Tabasco","Plan Estatal de desarrollo 2019 - 2024 Tabasco","Gubernamental","Público",2019,"https://tabasco.gob.mx/sites/default/files/users/planeacion_spf/PLED%202019-2024.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Gobierno del Estado de Tabasco","Plan Estatal de desarrollo 2019 - 2024 Tabasco","Gubernamental","Público",2019,"https://informe.tabasco.gob.mx/pdf/ped_tabasco.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Gobierno del Estado de Tabasco","Plan Estatal de desarrollo 2019 - 2024 Tabasco","Gubernamental","Público",2019,"https://congresotabasco.gob.mx/wp/wp-content/uploads/2019/07/CORREOS-MINERVA-SANTOS-CON-OFICIOS_2.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Consejo Estatal de Ciencia y Tecnología de Jalisco","Reglas de Operación del Programa Apoyo a la Ciencia, Tecnología e Innovación 2019","Gubernamental","Público",2019,"https://www.coecytjal.org.mx/Plataforma/ArchivosApoyo/ROP%20-%20COECYTJAL_2019%20CON%20ANEXOS.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Red de Conocimiento Consejo Nuevo León - Publicación Anual 2019","Hacia una visión policéntrica para la zona metropolitana de Monterrey","Gubernamental","Público",2019,"https://d1wqtxts1xzle7.cloudfront.net/76578908/publicacion_2019-libre.pdf?1639702138=&response-content-disposition=inline%3B+filename%3D4_Promocion_de_la_ciudadania_a_traves_de.pdf&Expires=1754452883&Signature=DeQk9WKKRpURWxzPxJiIdfQxv6yFYoAGIguXglot5ufU8DSqfiFkENK3kbvE0hAQo-GcTnS7UsUuCemDCE~3RW6fVt6AFg28yHakfgmQwVJosEJmfR6DcPq6XJEEOrY005bhEuwBHocy1aHiF6tT5s4v1CiWqvoIDYa3o8k7IdLaloY~ae~glX3mL7CPNoQygfXV4lD50M0BjGhC0TN9LagGwJz1ZIjq1Ys0TadBOifzJrgwDaGLztOPuQv0~rhuy~p0kCeqeWrjhtZqzIHFwO4K7NwU9LD2cGRJ~PS9UFcu5SgkzkKYpespheBJxcepAReBmDEMtgNla4KTVPTaYg__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA#page=87"
"Índice nacional de ciencia, tecnología e innovación 2018","Gobierno del Estado de Jalisco","Plan Estatal de Gobernanza y Desarrollo de Jalisco 2018 - 2024","Gubernamental","Público",2019,"https://uniondetula.gob.mx/filetransparencia/Articulo_8/Fraccion_III/c/Plan%20Estatal%20de%20Gobernanza%20y%20Desarrollo%20de%20Jalisco%20-%202018-2024%20Anexo%202.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Gobierno del Estado de Jalisco","Plan Estatal de Gobernanza y Desarrollo de Jalisco 2018 - 2024","Gubernamental","Público",2019,"https://transparencia.info.jalisco.gob.mx/sites/default/files/PEGyD_0.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Gobierno del Estado de Jalisco","Plan Estatal de Gobernanza y Desarrollo de Jalisco 2018 - 2024","Gubernamental","Público",2019,"https://plan.jalisco.gob.mx/wp-content/uploads/2022/08/Diagnostico.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Gobierno del estado de Morelos","Plan Estatal de desarrollo 2019 - 2024 Morelos Actualizado","Gubernamental","Público",2019,"https://www.ssm.gob.mx/portal/descargables/evaluacion/Plan_Estatal_de_Desarrollo_2019-2024-2.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Gobierno del estado de Morelos","Plan Estatal de desarrollo 2019 - 2024 Morelos Actualizado","Gubernamental","Público",2019,"https://www.hacienda.morelos.gob.mx/images/docu_planeacion/planea_estrategica/ped/Plan_Estatal_de_Desarrollo_2019-2024-2.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Gobierno del estado de Morelos","Plan Estatal de desarrollo 2019 - 2024 Morelos","Gubernamental","Público",2019,"https://transparenciamorelos.mx/sites/default/files/plan_estatal_de_desarrollo_2019-2024_opt_0.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Agenda Hidalguense","Ley para introducir  la perspectiva de género en la política estatal en materia de ciencia, tecnología e innovación: Julio Valera","Privado","Privado",2019,"https://agendahidalguense.com/2019/06/ley-para-introducir-la-perspectiva-de-genero-en-la-politica-estatal-en-materia-de-ciencia-tecnologia-e-innovacion-julio-valera/"
"Índice nacional de ciencia, tecnología e innovación 2018","Gobierno del estado de Yucatán","Plan Estatal de Desarrollo de Yucatán 2018 - 2024","Gubernamental","Público",2019,"https://dif.yucatan.gob.mx/Archivos/NORMATIVO/128.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Gobierno del estado de Chiapas","Programa institucional del Instituto de Ciencia, Tecnología e Innovación 2019-2024","Gubernamental","Público",2019,"https://icti.chiapas.gob.mx/media/marco-juridico/2022/programa institucional icti.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Consejo Estatal de Ciencia y Tecnología de Jalisco","Reglas de Operación del Programa Apoyo a la Ciencia, Tecnología e Innovación 2019","Gubernamental","Público",2019,"https://www.coecytjal.org.mx/Plataforma/ArchivosApoyo/ROP%20-%20COECYTJAL_2019%20CON%20ANEXOS.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Quadratin Hidalgo","Presentan Ley para introducir perspectiva de género en política estatal","Privado","Privado",2019,"https://hidalgo.quadratin.com.mx/politica/presentan-ley-para-introducir-perspectiva-de-genero-en-politica-estatal/"
"Índice nacional de ciencia, tecnología e innovación 2018","Consejo de Ciencia y Tecnología del Estado de Morelos (CCYTEM)","Programa especial de ciencia y tecnología del estado de Morelos 2019-2024","Gubernamental","Público",2019,"https://mir.morelos.gob.mx/records/7C6F482C23784D9AA7544C176763D14D.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Héctor Rodríguez Ramírez, Mónica Guadalupe Chávez Elorza y Jesús Rubio Campos - Consejo Nuevo León","Prevención de la violencia social entre la juventud en Monterrey desde su propia óptica","Académico","Privado",2019,"https://www.ciespi.org.br/media/files/fcea049a8ec4d511ecbe6e5141d3afd01c/f0dae083bcf5911ed976d71393b4c16ff/promocion-de-la-ciudadania-a-traves-de-la-participacion-infantil.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Gobierno del Estado de Puebla","Plan Estatal de Desarrollo Puebla, Estabilidad con Rumbo","Gubernamental","Público",2019,"https://ojp.puebla.gob.mx/media/k2/attachments/Plan_Estatal_de_Desarrollo_Puebla_Estabilidad_con_Rumbo_24042019.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Gobierno del Estado de Jalisco","Plan Sectorial de Desarrollo Económico de Jalisco","Gubernamental","Público",2019,"https://plan.jalisco.gob.mx/wp-content/uploads/2022/09/Desarrollo-economico-plan-sectorial.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Consejo de Ciencia y Tecnología del Estado de Morelos (CCYTEM)","Actualización del Programa Especial de Ciencia y Tecnología del Estado de Morelos 2019–2024","Gubernamental","Público",2019,"https://mir.morelos.gob.mx/records/7C6F482C23784D9AA7544C176763D14D.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Poder Legislativo del Estado de Campeche","Octava Sesión, Gaceta Parlamentaria Número 099","Legislativo","Público",2019,"https://www.congresocam.gob.mx/wp-content/uploads/adjuntos_sitio/SG/LXIII/GACETAS/SEGUNDO_ANO_LEGISLATIVO/001_PRIMER_PERIODO_ORDINARIO/099_GACETA_29OCTUBRE2019.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Eugenio Herrera Nuño - La Jornada Aguascalientes","Prioridades para Aguascalientes en materia de innovación (CAIINNO 2018)","Privado","Privado",2019,"https://www.lja.mx/2019/04/prioridades-para-aguascalientes-en-materia-de-innovacion-caiinno-2018-el-apunte/"
"Índice nacional de ciencia, tecnología e innovación 2018","Jorge Hernandez Rios","Zacatecas, en el lugar 28 a nivel nacional en Ciencia, Tecnología e Innovación","Privado","Privado",2019,"https://www.clubensayos.com/Tecnología/Zacatecas-en-el-lugar-28-a-nivel-nacional/4635973.html"
"Índice nacional de ciencia, tecnología e innovación 2018","Gina Andrade Baena - Movimiento STEM","Mapa de Indicadores de STEM en México","Académico","Privado",2019,"https://www.movimientostem.org/wp-content/uploads/2023/01/Mapa-Indicadores-STEM-Mexico_EtapaAnalisis_2022.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Gobierno de Campeche","Cuarto Informe de Gobierno","Gubernamental","Público",2019,"https://transparenciafiscal.campeche.gob.mx/images/Documentos/Bloque%204/Informes%20de%20Gobierno/4informe-gobierno(1).pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Gobierno del Estado de Jalisco","PlanEstatal de Gobernanza y Desarrollo de Jalisco","Gubernamental","Público",2019,"https://elsalto.gob.mx/portal-api/public/transparencia/docs/1616098132699.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Consejo Nacional de Ciencia y Tecnología (CONACYT), Rednacecyt y Foro Consultivo Cientícifo y Tecnológico, AC","Foros Estatales de Consulta 2019       Humanidades, Ciencia y Tecnología: Presente y Futuro","Gubernamental","Público",2019,"https://foroconsultivo.org.mx/FCCyT/documentos/Foros_Estatales_2019_Vol1.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Eugenio Herrera Nuño - Lider Empresarial","¿Qué tanto están innovando en Aguascalientes? El apunte","Privado","Privado",2019,"https://www.liderempresarial.com/que-tanto-esta-innovando-aguascalientes-el-apunte/"
"Índice nacional de ciencia, tecnología e innovación 2018","Gobiereno del Estado de Tabasco","Informe de la Gestión Gubernamental 2019","Gubernamental","Público",2019,"https://publicacionperiodico.tabasco.gob.mx/documento/1369/firmado_qr.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Gobierno del estado de Chiapas","Plan Estatal de Desarrollo Chiapas 2019 - 2024","Gubernamental","Público",2019,"https://www.haciendachiapas.gob.mx/planeacion/Informacion/PED/PED-2019.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Gobierno del Estado de Jalisco","Plan Institucional de Secretaría de Innovación, Ciencia y Tecnología","Gubernamental","Público",2019,"https://apiperiodico.jalisco.gob.mx/api/sites/periodicooficial.jalisco.gob.mx/files/10-19-19-v.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Ayuntamiento Constitucional del Municipio de Aguascalientes","Plan de Desarrollo Municipal 2019 - 2021 Aguascalientes","Gubernamental","Público",2019,"https://www.evaluando.gob.mx/assets/pdm2019-2021.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Ayuntamiento Constitucional del Municipio de Aguascalientes","Plan de Desarrollo Municipal 2019 - 2021 Aguascalientes","Gubernamental","Público",2019,"https://eservicios2.aguascalientes.gob.mx/NormatecaAdministrador/archivos/MUN-12-22.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Ayuntamiento Constitucional del Municipio de Aguascalientes","Plan de Desarrollo Municipal 2019 - 2021 Aguascalientes","Gubernamental","Público",2019,"https://www.implanags.gob.mx/maqueta_ags_implan/files/programas/PMDUOT/2024/PMDUOT%202045%20EV1_PERIODICO%20OFICIAL.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Gobierno del estado de Chiapas","Evaluación del Plan Estatal de Desarrollo Chiapas 2019 - 2024 y programas sectoriales","Gubernamental","Público",2020,"https://saludchiapas.gob.mx/storage/app/uploads/public/613/aa1/551/613aa155197df415451735.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Congreso del Estado de Tamaulipas","Visión Estenográfica de la sesión pública orfinaria, celebrada el día 15 de diciembre del 2020","Legislativo","Público",2020,"https://www.congresotamaulipas.gob.mx/Parlamentario/Archivos/VersionesEstenograficas/71%20SESION%20PUBLICA%20ORDINARIA%2015%20DICIEMBRE%202020%20FINAL-.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Gobierno del Estado de Tamaulipas","Iniciativa con proyecto de decreto por el que se reforman y adicionan diversas disposiciones de la Ley de Fomento a la Investigación Cienctífica y Tecnológica en el Estado de Tamaulipas","Legislativo","Público",2020,"https://www.congresotamaulipas.gob.mx/Parlamentario/Archivos/Iniciativas/Iniciativa%201%2015-12-2020.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Eduardo Ramos Martínez - Universidad Michoacana de San Nicolás de Hidalgo","Museo Interactivo de Ciencia y Tecnología de la U.M.S.N.H","Académico","Privado",2020,"http://bibliotecavirtual.dgb.umich.mx:8083/xmlui/bitstream/handle/DGB_UMICH/11394/FA-L-2020-1279%20VR.pdf?sequence=1&isAllowed=y"
"Índice nacional de ciencia, tecnología e innovación 2018","Bay Area Council Economic Institute","The Baja California and Nuevo León Industry, Innovation, and Talent Clusters: Growing the California Mexico Binational Economy","Académico","Privado",2020,"https://www.bayareaeconomy.org/files/pdf/BajaCalifandNuevoLeon-InnovationClusters-2020July.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Antonio de Jesús Madriz Estrada","Iniciativa que reforma el artículo 4
de la Ley de Ciencia, Tecnología e Innovación del Estado de Michoacán","Legislativo","Público",2020,"http://congresomich.gob.mx/file/INICIATIVA-CON-PROYECTO-DE-DECRETO-DIP.-ANTONIO-DE-JESÚS-MADRIZ.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Consejo Estatal de Ciencia y Tecnología de Jalisco","Reglas de Operación 2020 del Programa de Innovación en Jalisco (PROINNJAL 2020)","Gubernamental","Público",2020,"https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://misprogramas.jalisco.gob.mx/programas/fichaPrograma/descargarMatrizArchivoDiagnostico/1819&ved=2ahUKEwiDq4vfhviOAxVV4ckDHRc7BUg4KBAWegQIJBAB&usg=AOvVaw322ONI1zuNMt5EEgd6RxmG"
"Índice nacional de ciencia, tecnología e innovación 2018","eQROnomía","Abre “EY” Centro de Ciber-Seguridad Avanzada","Privado","Privado",2020,"https://eqronomia.com/abre-ey-centro-de-ciber-seguridad-avanzada/"
"Índice nacional de ciencia, tecnología e innovación 2018","Paulo Monsiváis - El Sol de Tampico","Cambiarán políticas para fortalecer la investigación y la ciencia en Tamaulipas","Privado","Privado",2020,"https://oem.com.mx/elsoldetampico/local/cambiaran-politicas-para-fortalecer-la-investigacion-y-la-ciencia-en-tamaulipas-23907472"
"Índice nacional de ciencia, tecnología e innovación 2018","Graciela Rojas y Laura Segura","Mexico’s Movimiento STEM and Related Developments in the State of Querétaro","Académico","Privado",2020,"https://link.springer.com/chapter/10.1007/978-3-030-39851-4_12"
"Índice nacional de ciencia, tecnología e innovación 2018","Noticias de Tampico","Presentan Diputados Panistas iniciativa para fortalecer el Plan Estatal de Ciencia y Tecnología","Privado","Privado",2020,"https://noticiasdetampico.mx/presentan-diputados-panistas-iniciativa-para-fortalecer-el-plan-estatal-de-ciencia-y-tecnologia/"
"Índice nacional de ciencia, tecnología e innovación 2018","Universidad Tecnológica de Jalisco","Plan Institucional de Desarrollo 2020 - 2025 Visión 2030","Académico","Público",2020,"https://transparencia.info.jalisco.gob.mx/sites/default/files/PIDE%20UTJ%202020-2025.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Juanita del Ángel - En línea Directa","Legisladores panistas presentan iniciativa para fortalecer el Plan Estatal de Ciencia y Tecnología","Privado","Privado",2020,"https://enlineadirecta.info/2020/12/15/legisladores-panistas-presentan-iniciativa-para-fortalecer-el-plan-estatal-de-ciencia-y-tecnologia/"
"Índice nacional de ciencia, tecnología e innovación 2018","Colegio de Economistas del Estado de Veracruz","Plan Estratégico 2020-2021","Académico","Privado",2020,"https://www.colecover.org/archivos/2020/11/PlanEstrategico.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Universidad Politécnica de Puebla","Programa Sectorial de Desarrollo 2020 - 2022","Académico","Público",2020,"https://www.upp.edu.mx/normatividad/files/externa/estatal/programas/Programa_Sectorial_de_Educacion_y_Cultura.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","Nallely Alonso Gómez y José Ignacio Rivas","La ciencia en Chiapas: un reto para los investigadores de las Ingenierías","Académico","Privado",2020,"https://www.researchgate.net/publication/346471856_La_ciencia_en_Chiapas_un_reto_para_los_investigadores_de_las_Ingenierias"
"Índice nacional de ciencia, tecnología e innovación 2018","Isidro Ruiz - El Sol Morelia","Pandemia reta a sistema educativo","Privado","Privado",2020,"https://oem.com.mx/elsoldemorelia/local/pandemia-reta-a-sistema-educativo-18906454?token=-1328669238"
"Índice nacional de ciencia, tecnología e innovación 2018","Jennifer Daza Cantillo, Tatiana Martínez Téllez, Laura Camila Castañeda Liévano - Universidad de La Salle","Plan de internacionalización para la empresa de joyería colombiana Eurojoyas","Internacional","Privado",2020,"https://ciencia.lasalle.edu.co/server/api/core/bitstreams/60eeb22a-a5a9-4e62-a2c7-906cb334c9a2/content"
"Índice nacional de ciencia, tecnología e innovación 2018","Fundación Ideay Bay Area Council Economic Institute","Southern Connection: Innovation Clusters in Mexico
and the Bridge to Silicon Valley","Internacional","Privado",2021,"https://www.fundacionidea.org.mx/storage/IDEA/files/SouthernConnectionMexicoBayAreaJune2021.pdf"
"Índice nacional de ciencia, tecnología e innovación 2018","María de Lourdes Ampudia Rueda, Myrna Limas Hernández, Javier Martínez Romero, Julieta Flores Amador","Políticas públicas de innovación tecnológica, impactos y retos para el desarrollo local dentro del contexto de los sistemas de innovación regional: estudio de caso Ciudad Juárez, México","Académico","Privado",2021,"https://cathi.uacj.mx/bitstream/handle/20.500.11961/18421/2do%20REPORTE%20TECNICO%20PARCIAL%20%20PY%20INNOVACION-%20AMPUDIA-LIMAS-%20FLORES%20-MARTINEZ%2012-2020.pdf?sequence=1&isAllowed=y"
